"rank","expected","before","after"
99973,13.2334308083662,18.7226393093225,13.4632168853057
99974,13.3028711812254,19.1729467476701,13.7870273592126
99975,13.3750046234712,19.2703221226867,13.8570487793488
99976,13.4500473377401,19.3388000348286,13.9062903936206
99977,13.528242618233,19.44424813681,13.9821168112354
99978,13.6098655721251,19.476752161498,14.0054900508086
99979,13.6952289161705,19.4922438230585,14.0166299118109
99980,13.7846901562953,19.6603464196359,14.1375103966247
99981,13.8786605660001,19.6869454703758,14.1566374429315
99982,13.9776165328709,19.9237335572587,14.3269088088908
99983,14.0821140645137,20.0496067177594,14.4174226318546
99984,14.1928075718679,20.4866773014493,14.7317146483373
99985,14.3104745384228,20.7268620039479,14.9044284783079
99986,14.436048436893,20.8523987177104,14.99470036661
99987,14.5706634397795,20.8581380413381,14.9988274427929
99988,14.7157163874151,20.8846201676523,15.0178704102006
99989,14.8729546781657,21.5156499891472,15.4716361003643
99990,15.0446042872067,21.5941102528528,15.5280558993945
99991,15.2335621229616,21.9626288956764,15.7930530684711
99992,15.4436958896308,22.0923510850434,15.8863346801835
99993,15.6803327120348,22.2791565774717,16.0206641846075
99994,15.9510998769082,24.0975852633915,17.3282736185408
99995,16.2674741631222,24.5004515453672,17.6179697474041
99996,16.6479042524241,24.8303021307061,17.8551611976475
99997,17.1249227113064,25.3931158880844,18.2598735651952
99998,17.764536258165,26.728851249013,19.2203842372456
99999,18.7375430607726,29.0647015371377,20.9000651049407
100000,20.8372870225104,29.8727857452686,21.4811484007258
